虚無主義	きょむしゅぎ	Nihilisme			<span class="kanji">虚無主義<span class="furigana">きょむしゅぎ</span></span>			
虚栄	きょえい	Vanité			<span class="kanji">虚栄<span class="furigana">きょえい</span></span>			
虚弱	きょじゃく	Faible, chétif			<span class="kanji">虚弱<span class="furigana">きょじゃく</span></span>			
虚偽	きょぎ	Faux, mensonge, fabulation			<span class="kanji">虚偽<span class="furigana">きょぎ</span></span>			
虚空	こくう	Espace vide, air, vide			<span class="kanji">虚空<span class="furigana">こくう</span></span>			
戯れる	たわむれる	Jouer, s'amuser, plaisanter, flirter			<span class="kanji">戯<span class="furigana">たわむ</span></span>れる			
遊戯	ゆうぎ	Divertissement, jeu			<span class="kanji">遊戯<span class="furigana">ゆうぎ</span></span>			
戯曲	ぎきょく	Pièce, drame			<span class="kanji">戯曲<span class="furigana">ぎきょく</span></span>			
前戯	ぜんぎ	Préliminaires (sexuels)			<span class="kanji">前戯<span class="furigana">ぜんぎ</span></span>			
戯画	ぎが	Caricature			<span class="kanji">戯画<span class="furigana">ぎが</span></span>			
悪戯	あくぎ、いたずら	Bêtise, espièglerie, mauvaise blague, bon tour			<span class="kanji">悪戯<span class="furigana">いたずら</span></span>			
虐げる	しいたげる	Malmener, opprimer, tyranniser			<span class="kanji">虐<span class="furigana">しいた</span></span>げる			
虐待	ぎゃくたい	Mauvais traitements, sévices			<span class="kanji">虐待<span class="furigana">ぎゃくたい</span></span>			
暴虐	ぼうぎゃく	Tyrannique, cruel			<span class="kanji">暴虐<span class="furigana">ぼうぎゃく</span></span>			
虐殺	ぎゃくさつ	Massage, carnage, tuerie			<span class="kanji">虐殺<span class="furigana">ぎゃくさつ</span></span>			
残虐	ざんぎゃく	Cruauté, atrocité, inhumanité			<span class="kanji">残虐<span class="furigana">ざんぎゃく</span></span>			
自虐的	じぎゃくてき	Masochiste			<span class="kanji">自虐的<span class="furigana">じぎゃくてき</span></span>			
襲う	おそう	Attaquer, assaillir; succéder à			<span class="kanji">襲<span class="furigana">おそ</span></span>う			
来襲	らいしゅう	Assaut, attaque, raid, invasion			<span class="kanji">来襲<span class="furigana">らいしゅう</span></span>			
空襲	くうしゅう	Raid / attaque aérien(ne)			<span class="kanji">空襲<span class="furigana">くうしゅう</span></span>			
夜襲	やしゅう	Attaque de nuit			<span class="kanji">夜襲<span class="furigana">やしゅう</span></span>			
世襲	せしゅう	Héréditaire			<span class="kanji">世襲<span class="furigana">せしゅう</span></span>			
因襲	いんしゅう	Coutume ancienne, tradition, convention			<span class="kanji">因襲<span class="furigana">いんしゅう</span></span>			
不祥事	ふしょうじ	Scandale			<span class="kanji">不祥事<span class="furigana">ふしょうじ</span></span>			
発祥地	はっしょうち	Lieu de naissance, berceau			<span class="kanji">発祥地<span class="furigana">はっしょうち</span></span>			
発祥	はっしょう	Origine, provenance, débuts			<span class="kanji">発祥<span class="furigana">はっしょう</span></span>			
吉祥	きっしょう	Bon augure			<span class="kanji">吉祥<span class="furigana">きっしょう</span></span>			
吉祥天	きちじょうてん、きっしょうてん	(Déesse bouddhique de la richesse)			<span class="kanji">吉祥天<span class="furigana">きちじょうてん、きっしょうてん</span></span>			
詳しい	くわしい	Détaillé, être au courant de			<span class="kanji">詳<span class="furigana">くわ</span></span>しい			
詳細	しょうさい	Détails, précisions			<span class="kanji">詳細<span class="furigana">しょうさい</span></span>			
不詳	ふしょう	Inconnu, non identifié			<span class="kanji">不詳<span class="furigana">ふしょう</span></span>			
未詳	みしょう	Inconnu, pas encore identifié			<span class="kanji">未詳<span class="furigana">みしょう</span></span>			
詳報	しょうほう	Rapport détaillé / circonstancié			<span class="kanji">詳報<span class="furigana">しょうほう</span></span>			
詳述	しょうじゅつ	Explication détaillée			<span class="kanji">詳述<span class="furigana">しょうじゅつ</span></span>			
黙る	だまる	Se taire, garder le silence			<span class="kanji">黙<span class="furigana">だま</span></span>る			
沈黙	ちんもく	Silence			<span class="kanji">沈黙<span class="furigana">ちんもく</span></span>			
黙認	もくにん	Approbation / consentement tacite, connivence			<span class="kanji">黙認<span class="furigana">もくにん</span></span>			
黙殺	もくさつ	Ignorer complètement, ne tenir aucun compte			<span class="kanji">黙殺<span class="furigana">もくさつ</span></span>			
黙秘権	もくひけん	Droit de garder le silence			<span class="kanji">黙秘権<span class="furigana">もくひけん</span></span>			
猛烈	もうれつ	Violent, impétueux, virulent			<span class="kanji">猛烈<span class="furigana">もうれつ</span></span>			
猛打	もうだ	Coup dur / violent			<span class="kanji">猛打<span class="furigana">もうだ</span></span>			
猛暑	もうしょ	Chaleur torride, canicule			<span class="kanji">猛暑<span class="furigana">もうしょ</span></span>			
猛犬	もうけん	Chien méchant / féroce			<span class="kanji">猛犬<span class="furigana">もうけん</span></span>			
猛者	もさ	Homme brave / intrépide; expert, champion			<span class="kanji">猛者<span class="furigana">もさ</span></span>			
猟師	りょうし	Chasseur			<span class="kanji">猟師<span class="furigana">りょうし</span></span>			
猟犬	りょうけん	Chien de chasse			<span class="kanji">猟犬<span class="furigana">りょうけん</span></span>			
猟銃	りょうじゅう	Fusil de chasse			<span class="kanji">猟銃<span class="furigana">りょうじゅう</span></span>			
渉猟	しょうりょう	Parcourir (champs, livres); lire énormément			<span class="kanji">渉猟<span class="furigana">しょうりょう</span></span>			
狩る	かる	Chasser			<span class="kanji">狩<span class="furigana">か</span></span>る			
狩り	かり	Chasse			<span class="kanji">狩<span class="furigana">か</span></span>り			
狩猟	しゅりょう	Chasse			<span class="kanji">狩猟<span class="furigana">しゅりょう</span></span>			
狩猟期	しゅりょうき	Saison de la chasse			<span class="kanji">狩猟期<span class="furigana">しゅりょうき</span></span>			
狩人	かりゅうど、かりうど、りょうじん	Chasseur			<span class="kanji">狩人<span class="furigana">かりゅうど</span></span>			
潮干狩り	しおひがり	Récolte de coquillages (à marée basse)		5	<span class="kanji">潮干狩<span class="furigana">しおひが</span></span>り			
蜜柑狩り	みかんがり	Cueillette des mandarines			<span class="kanji">蜜柑狩<span class="furigana">みかんが</span></span>り			
紅葉狩り	もみじがり	Aller voir les feuillages d'automne			<span class="kanji">紅葉狩<span class="furigana">もみじが</span></span>り			
獣	けもの	Animal, bête			<span class="kanji">獣<span class="furigana">けもの</span></span>			
野獣	やじゅう	Animal sauvage			<span class="kanji">野獣<span class="furigana">やじゅう</span></span>			
猛獣	もうじゅう	Bête sauvage / féroce, fauve			<span class="kanji">猛獣<span class="furigana">もうじゅう</span></span>			
怪獣	かいじゅう	Monstre			<span class="kanji">怪獣<span class="furigana">かいじゅう</span></span>			
鳥獣保護区域	ちょうじゅうほごくいき	Réserve zoologique, parc naturel			<span class="kanji">鳥獣保護区域<span class="furigana">ちょうじゅうほごくいき</span></span>			
獣医	じゅうい	Vétérinaire			<span class="kanji">獣医<span class="furigana">じゅうい</span></span>			
猶予	ゆうよ	Sursis, ajournement, délai			<span class="kanji">猶予<span class="furigana">ゆうよ</span></span>			
猶予なく	ゆうよなく	Sans délai			<span class="kanji">猶予<span class="furigana">ゆうよ</span></span>なく			
執行猶予	しっこうゆうよ	Sursis (peine, condamnation)			<span class="kanji">執行猶予<span class="furigana">しっこうゆうよ</span></span>			
猿	さる	Singe			<span class="kanji">猿<span class="furigana">さる</span></span>			
野猿	やえん	Singe sauvage			<span class="kanji">野猿<span class="furigana">やえん</span></span>			
類人猿	るいじんえん	Singe anthropomorphe, hominoïde			<span class="kanji">類人猿<span class="furigana">るいじんえん</span></span>			
猿知恵	さるぢえ	Ruse maladroite / de peu de portée			<span class="kanji">猿知恵<span class="furigana">さるぢえ</span></span>			
犬猿の仲	けんえんのなか	S'entendre comme chien et chat			<span class="kanji">犬猿<span class="furigana">けんえん</span></span>の<span class="kanji">仲<span class="furigana">なか</span></span>			
桁	けた	Poutre; nombre, position (dans un nombre)			<span class="kanji">桁<span class="furigana">けた</span></span>			
橋桁	はしげた	Ossature / armature d'un pont			<span class="kanji">橋桁<span class="furigana">はしげた</span></span>			
桁違い	けたちがい	Extraordinaire; se tromper dans la place d'un chiffre			<span class="kanji">桁違<span class="furigana">けたちが</span></span>い			
一桁	ひとけた	Nombre à un chiffre; une position (système décimal)			<span class="kanji">一桁<span class="furigana">ひとけた</span></span>			
均衡	きんこう	Équilibre			<span class="kanji">均衡<span class="furigana">きんこう</span></span>			
平衡	へいこう	Équilibre			<span class="kanji">平衡<span class="furigana">へいこう</span></span>			
平衡感覚	へいこうかんかく	Sens de l'équilibre			<span class="kanji">平衡感覚<span class="furigana">へいこうかんかく</span></span>			
度量衡	どりょうこう	Poids et mesures			<span class="kanji">度量衡<span class="furigana">どりょうこう</span></span>			
換える	かえる	Substituer			<span class="kanji">換<span class="furigana">か</span></span>える			
換わる	かわる	Être remplacé			<span class="kanji">換<span class="furigana">か</span></span>わる			
交換	こうかん	Échange, troc, substitution			<span class="kanji">交換<span class="furigana">こうかん</span></span>			
変換	へんかん	Changement, transformation, conversion			<span class="kanji">変換<span class="furigana">へんかん</span></span>			
換算	かんさん	Change / conversion			<span class="kanji">換算<span class="furigana">かんさん</span></span>			
換算率	かんさんりつ	Taux de change / conversion			<span class="kanji">換算率<span class="furigana">かんさんりつ</span></span>			
互換性	ごかんせい	Compatibilité, interchangeabilité			<span class="kanji">互換性<span class="furigana">ごかんせい</span></span>			
乗り換え	のりかえ	Correspondance (train), changement (avion)			<span class="kanji">乗<span class="furigana">の</span></span>り<span class="kanji">換<span class="furigana">か</span></span>え			
